ID,trip.frequency,payment.options,payment.options_text,prepaid.transit_value,prepaid.transit_other,discount.eligible,discount.other,discount.senior,discount.veteran,discount.student,discount.other_recieve,Q3.4_4_TEXT,discount.ineligible,discount.idk,financial.checking,financial.savings,financial.prepaid,financial.credit,financial.checkcashing,financial.loan,financial.peer,financial.wire,financial.mobile,financial.other,financial.other_text,bank.interest,bank.hours,bank.location,bank.fees_high,bank.fees_unpredictable,bank.useless,bank.distrust,bank.minbalance,bank.privacy,bank.identification,bank.other,bank.other_text,prepaid.card_from,prepaid.card_other,preference.credit,preference.phone,preference.prepaid_debit,preference.debit,preference.prepaid_gov,challenge.phone,challenge.phone_other,challenge.prepaid_gov,challenge.prepaid_gov_other,gender,income,benefits,benefits.other,employment,employment.other,section1,section3,section4,section5,section6,complete,payment.other,payment.cash,payment.prepaid,payment.mobile,payment.card,phone.wifi,phone.money,phone.identity,phone.fees,phone.balance,prepaid.places,prepaid.money,prepaid.sharing,prepaid.identity,prepaid.fees,prepaid.balance,calfresh,wic,medical,healthyfam,calworks,housing,female,male,other,inc.less25,inc.25,inc.50plus,financial.count,unbanked,checking.only,savings.only,both.accounts,some.banking,prefer.none
197,Four days a week,Cash,NA,NA,NA,"Yes, senior citizen discount",NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Would not use,Would like to use,Would not use,Would like to use,Would not use,NA,NA,NA,NA,Female,"$50,000 or more","CalFresh or SNAP,Medi-Cal",NA,Unemployed,Disability ,1,1,1,0,0,3,FALSE,Yes,No,No,No,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Yes,No,NA,No,No,Yes,1,No,Yes,No,No,Yes,0
198,Six or seven days a week,Prepaid card from transit agency,NA,At local businesses that can add value,NA,"Yes, another discount (please write in)",Disabled,NA,NA,NA,Definitely yes,NA,NA,NA,Yes,Yes,No,No,No,NA,NA,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Would not use,Would not use,Would not use,Would not use,Would not use,"Not having wifi access,Other (please write in)",Free government phone,"Places to get it,Identity concerns",NA,Male,"Less than $25,000","CalFresh or SNAP,Medi-Cal",NA,Unemployed,On disability ,1,1,1,1,0,4,FALSE,No,Prepaid card from transit agency,No,No,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,No,Yes,NA,Yes,No,No,1,No,No,No,Yes,Yes,1
199,Five days a week,Other (please write in),Student ,NA,NA,"Yes, student discount",NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,Yes,No,No,Yes,No,No,No,NA,NA,No,No,No,No,No,Yes,Yes,No,Yes,NA,NA,NA,NA,Would like to use,Would like to use,Would not use,Would like to use,Would not use,"Not having wifi access,Ways to add money,Identity concerns",NA,"Ways to add money,Sharing the card with family members",NA,Non-binary / other gender,"$25,000 to $49,999",NA,NA,Services or repair,NA,1,1,1,1,0,4,FALSE,No,No,No,No,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,No,No,Non-binary / other gender,No,Yes,No,1,Yes,No,No,No,NA,0
200,Six or seven days a week,Cash,NA,NA,NA,"Yes, senior citizen discount",NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,No,No,Yes,No,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Would like to use,Would like to use,Would like to use,Would like to use,Would like to use,"Ways to add money,Identity concerns,Monthly fees,Knowing the balance,Other (please write in)",Low income ,"Identity concerns,Monthly fees,Knowing the balance",NA,Female,"Less than $25,000",NA,NA,Sales or marketing,NA,1,1,1,1,0,4,FALSE,Yes,No,No,No,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,Yes,No,NA,Yes,No,No,1,No,No,No,Yes,Yes,0
201,Five days a week,"Prepaid card from transit agency,Mobile phone (QR Code, digital wallet, mobile ticket, etc.),Other (please write in)",Zipass App ,Through an online transit agency account that is connected to my card,NA,"No, I am not eligible for any of these discounts",NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Would like to use,Already use,Would not use,Would like to use,Would like to use,"Not having wifi access,Other (please write in)",Takes a long time load ,"Places to get it,Ways to add money,Identity concerns,Monthly fees,Knowing the balance",NA,Female,"Less than $25,000",NA,NA,Sales or marketing,NA,1,1,1,1,0,4,FALSE,No,Prepaid card from transit agency,Mobile phone,No,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,Yes,No,NA,Yes,No,No,1,No,No,No,Yes,Yes,0
202,Five days a week,Prepaid card from transit agency,NA,Other (please write in),With phone ,"Yes, student discount",NA,NA,NA,Might or might not,NA,NA,NA,NA,Yes,No,Yes,Yes,NA,NA,Yes,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"From a family member, friend, or other personal acquaintance",NA,Would not use,Would like to use,Would not use,Would not use,Would like to use,Monthly fees,NA,Monthly fees,NA,Prefer not to say,"Less than $25,000",CalFresh or SNAP,NA,NA,Courier ,1,1,1,1,1,5,FALSE,No,Prepaid card from transit agency,No,No,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,No,No,NA,Yes,No,No,1,No,Yes,No,No,Yes,0
203,NA,Cash,NA,NA,NA,"Yes, senior citizen discount",NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Yes,No,No,No,No,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,From a website or other that is not a bank,NA,Would like to use,Would like to use,Would like to use,Would like to use,Would like to use,"Not having wifi access,Ways to add money,Identity concerns,Monthly fees,Knowing the balance",NA,"Places to get it,Ways to add money,Identity concerns,Monthly fees,Knowing the balance",NA,Female,"Less than $25,000","CalFresh or SNAP,Medi-Cal",NA,Unemployed,NA,0,1,1,1,0,3,FALSE,Yes,No,No,No,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,Yes,No,NA,Yes,No,No,1,No,No,Yes,No,Yes,0
204,Four days a week,Cash,NA,NA,NA,"No, I am not eligible for any of these discounts",NA,NA,NA,NA,NA,NA,NA,NA,No,No,Yes,No,Yes,NA,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,From a website or other that is not a bank,NA,Would not use,Would not use,Would like to use,Would like to use,Would like to use,"Not having wifi access,Ways to add money,Identity concerns,Monthly fees,Knowing the balance",NA,"Sharing the card with family members,Identity concerns,Monthly fees",NA,Female,"Less than $25,000",NA,NA,Services or repair,NA,1,1,1,1,0,4,FALSE,Yes,No,No,No,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,Yes,No,NA,Yes,No,No,1,Yes,No,No,No,NA,0
205,Three days a week,Cash,NA,NA,NA,"No, I am not eligible for any of these discounts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,2,FALSE,Yes,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
206,Four days a week,"Cash,Other (please write in)",Pass from the hospital ,NA,NA,"Yes, another discount (please write in)",Disability ,NA,NA,NA,Definitely yes,NA,NA,NA,Yes,Yes,Yes,No,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,From a bank branch or website,NA,Would not use,Would not use,Would like to use,Would like to use,Would like to use,"Ways to add money,Monthly fees,Knowing the balance",NA,"Places to get it,Ways to add money,Sharing the card with family members,Monthly fees,Knowing the balance",NA,Male,"$25,000 to $49,999",NA,NA,NA,Self employed ,1,1,1,1,0,4,FALSE,Yes,No,No,No,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,No,Yes,NA,No,Yes,No,1,No,No,No,Yes,Yes,0
207,Three days a week,"Cash,Prepaid card from transit agency",NA,Cash at card kiosks or vending machines in transit stations/at stops,NA,"Yes, another discount (please write in)",Disability ,NA,NA,NA,Definitely yes,NA,NA,NA,No,No,Yes,Yes,No,No,No,No,No,NA,NA,Somewhat interested,No,Yes,No,Yes,Yes,No,No,Yes,No,No,NA,From somewhere else (please write in),Direct Express,Would not use,Would not use,Would not use,Would not use,Would not use,"Not having wifi access,Ways to add money,Identity concerns,Monthly fees,Knowing the balance",NA,"Sharing the card with family members,Identity concerns,Monthly fees,Knowing the balance",NA,Male,"$25,000 to $49,999","CalFresh or SNAP,Medi-Cal",NA,Unemployed,Retired ,1,1,1,1,0,4,FALSE,Yes,Prepaid card from transit agency,No,No,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,No,Yes,NA,No,Yes,No,1,Yes,No,No,No,NA,1
208,NA,Cash,NA,NA,NA,"Yes, another discount (please write in),No, I am not eligible for any of these discounts",Daily pass,NA,NA,NA,NA,Daily pass,NA,NA,No,NA,No,No,No,No,NA,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Would not use,Would not use,Would like to use,Would like to use,Knowing the balance,NA,"Places to get it,Identity concerns",NA,Female,"Less than $25,000",CalFresh or SNAP,NA,Unemployed,Disabled,1,1,1,0,0,3,FALSE,Yes,No,No,No,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,Yes,No,NA,Yes,No,No,1,NA,No,NA,No,NA,0
209,Less than once a week,Cash,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,2,FALSE,Yes,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
